"","Company.Names","Cars.Names","Engines","CC.Battery.Capacity","HorsePower","Total.Speed","Performance.0...100..KM.H","Cars.Prices","Fuel.Types","Seats","Torque","BodyType","MPG","FuelTank"
"1","FERRARI","SF90 STRADALE","V8","3990 cc","963 hp","340 km/h","2.5 sec","$1,100,000 ","PIH","2","800 Nm","Coupe","16","22"
"2","ROLLS ROYCE","PHANTOM","V12","6749 cc","563 hp","250 km/h","5.3 sec","$460,000 ","Petrol","5","900 Nm","Sedan","12","21"
"3","Ford","KA+","1.2L Petrol","1,200 cc","70-85 hp","165 km/h","10.5 sec","$12,000 ","Petrol","5","100 - 140 Nm","Hatchback","43","11.6"
"4","MERCEDES"," GT 63 S","V8","3,982 cc","630 hp","250 km/h","3.2 sec","$161,000 ","Petrol","4","900 Nm","Coupe","18","21.1"
"5","AUDI","AUDI R8 Gt","V10","5,204 cc","602 hp","320 km/h","3.6 sec","$253,290 ","Petrol","2","560 Nm","Coupe","15","21.1"
"6","BMW","Mclaren 720s","V8","3,994 cc","710 hp","341 km/h","2.9 sec","$499,000 ","Petrol","2","770 Nm","Coupe","15","19.8"
"7","ASTON MARTIN","VANTAGE F1","V8","3,982 cc","656 hp","314 km/h","3.6 sec","$193,440 ","Petrol","2","685 Nm","Van","15","19.5"
"8","BENTLEY","Continental GT Azure","V8","3,996 cc","550 hp","318 km/h","4.0 sec","$311,000 ","Petrol","4","900 Nm","Coupe","14","22.5"
"9","LAMBORGHINI","VENENO ROADSTER","V12","6,498 cc","750 hp","356 km/h","2.9 sec","$4,500,000 ","Petrol","2","690 Nm","Convertible","9","22.0"
"10","FERRARI","F8 TRIBUTO","V8","3,900 cc","710 hp","340 km/h","2.9 sec","$280,000 ","Petrol","2","770 Nm","Sedan","14","22.0"
"11","FERRARI","812 GTS","V12","6496 cc","789 hp","340 km/h","2.9 sec","$350,000 ","Petrol","2","718 Nm","Coupe","12","22.0"
"12","FERRARI","PORTOFINO","V8","3,900 cc","592 hp","320 km/h","3.2 sec","$210,000 ","Petrol","4","760 Nm","Sedan","15","20.0"
"13","FERRARI","ROMA","V8","3,900 cc","612 hp","320 km/h","3.4 sec","$230,000 ","Petrol","4","760 Nm","Coupe","16","20.0"
"14","FERRARI","MONZA SP2","V12","6,496 cc","789 hp","340 km/h","2.9 sec","$1,700,000 ","Petrol","2","719 Nm","Coupe","12","22.0"
"15","FERRARI","F8 SPIDER","V8","3,900 cc","710 hp","340 km/h","2.9 sec","$280,000 ","Petrol","2","770 Nm","Convertible","14","20.0"
"16","FERRARI","PORTOFINO M","V8","3,900 cc","612 hp","320 km/h","3.2 sec","$220,000 ","Petrol","4","760 Nm","Sedan","15","20.0"
"17","FERRARI","ROMA SPIDER","V8","3,900 cc","612 hp","320 km/h","3.4 sec","$240,000 ","Petrol","4","760 Nm","Convertible","16","20.0"
"18","TOYOTA","GR SUPRA","I4","2,998 cc","382 hp","250 km/h","4.1 sec","$53,900 ","Petrol","2","500 Nm","Coupe","25","15.9"
"19","TOYOTA","TOYOTA 86","BOXER-4","1,998 cc","205 hp","226 km/h","6.4 sec","$27,000 ","Petrol","4","205 Nm","Sedan","28","13.2"
"20","TOYOTA","TOYOTA  GR86","BOXER-4","2,387 cc","228 hp","226 km/h","5.6 sec","$30,000 ","Petrol","4","250 Nm","Coupe","28","13.2"
"21","TOYOTA","TOYOTA LAND CRUISER","V8","5,663 cc","381 hp","220 km/h","6.7 sec","$85,000 ","Diesel","7","500 Nm","SUV","17","24.6"
"22","TOYOTA","TOYOTA SEQUOIA","V8","5,663 cc","381 hp","200 km/h","6.9 sec","$50,000 ","Petrol","7","651 Nm","Sedan","16","26.4"
"23","NISSAN","GT-R","V6","3,799 cc","600 hp","315 km/h","2.9 sec","$113,000 ","Petrol","4","637 Nm","Coupe","18","20.0"
"24","NISSAN","370Z","V6","3,696 cc","332 hp","250 km/h","4.7 sec","$30,000 ","Petrol","2","366 Nm","Coupe","23","19.5"
"25","NISSAN","Z PROTO","V6","2,998 cc","400 hp","290 km/h","4.1 sec","$40,000 ","Petrol","2","475 Nm","Sedan","23","16.0"
"26","NISSAN","ALTIMA","I4","2,488 cc","188 hp","225 km/h","7.3 sec","$25,000 ","Petrol","5","380 Nm","Sedan","30","16.2"
"27","NISSAN","MAXIMA","V6","3,498 cc","300 hp","240 km/h","5.8 sec","$35,000 ","Petrol","5","354 Nm","Sedan","26","18.5"
"28","NISSAN","SENTRA","I4","1,998 cc","149 hp","200 km/h","8.2 sec","$20,000 ","Petrol","5","240 Nm","Sedan","34","13.2"
"29","NISSAN","ROGUE","I4","2,488 cc","201 hp","200 km/h","7.5 sec","$28,000 ","Petrol","5","270 Nm","SUV","30","14.5"
"30","NISSAN","PATHFINDER","V6","3,498 cc","284 hp","225 km/h","6.5 sec","$35,000 ","Petrol","7","351 Nm","SUV","25","19.5"
"31","NISSAN","FRONTIER","V6","3,799 cc","310 hp","180 km/h","6.8 sec","$30,000 ","Petrol","5","381 Nm","Truck","22","21.0"
"32","NISSAN","TITAN","V8","5,598 cc","400 hp","200 km/h","5.9 sec","$40,000 ","Petrol","5","560 Nm","Truck","18","26.0"
"33","ASTON MARTIN","VALKYRIE","V12","6,496 cc","1160 hp","402 km/h","2.5 sec","$3,200,000 ","Hybrid","2","900 Nm","Coupe","8","23.0"
"34","ASTON MARTIN","VALHALLA","V8","3,996 cc","1000 hp","362 km/h","2.5 sec","$1,100,000 ","Hybrid","2","1000 Nm","Coupe","18","17.0"
"35","ASTON MARTIN","DBS SUPERLEGGERA","V12","5,204 cc","715 hp","340 km/h","3.4 sec","$316,000 ","Petrol","2","900 Nm","Coupe","14","21.0"
"36","ASTON MARTIN","DB11","V12","5,204 cc","600 hp","322 km/h","3.9 sec","$208,000 ","Petrol","4","700 Nm","Coupe","18","20.3"
"37","ASTON MARTIN","VANTAGE ","V8","3,996 cc","503 hp","313 km/h","3.6 sec","$142,000 ","Petrol","2","685 Nm","Coupe","18","19.0"
"38","ASTON MARTIN","DBX","V8","3,996 cc","542 hp","291 km/h","4.5 sec","$189,000 ","Petrol","5","700 Nm","Coupe","18","22.5"
"39","ASTON MARTIN","RAPIDE AMR","V12","5,935 cc","580 hp","328 km/h","4.2 sec","$240,000 ","Petrol","4","630 Nm","Coupe","16","20.3"
"40","ASTON MARTIN","VANQUISH","V12","5,935 cc","580 hp","324 km/h","3.6 sec","$294,000 ","Petrol","2","630 Nm","Coupe","14","21.0"
"41","ASTON MARTIN","LAGONDA TARAF","V12","5,935 cc","540 hp","314 km/h","4.2 sec","$1,100,000 ","Petrol","4","630 Nm","Coupe","12","24.0"
"42","ASTON MARTIN","VICTOR","V12","5,204 cc","836 hp","320 km/h","2.8 sec","$1,300,000 ","Petrol","2","821 Nm","Coupe","12","20.0"
"43","LAMBORGHINI","SIAN","V12","6,498 cc","819 hp","350 km/h","2.8 sec","$2,800,000 ","Hybrid","2","720 Nm","Coupe","11","20.0"
"44","LAMBORGHINI","AVENTADOR SVJ","V12","6,498 cc","759 hp","350 km/h","2.8 sec","$518,000 ","Petrol","2","720 Nm","Coupe","9","22.0"
"45","LAMBORGHINI","HURACAN PERFORMANTE","V10","5,204 cc","640 hp","325 km/h","2.9 sec","$274,000 ","Petrol","2","600 Nm","Coupe","13","20.0"
"46","LAMBORGHINI","HURACAN EVO","V10","5,204 cc","640 hp","325 km/h","2.9 sec","$261,000 ","Petrol","2","600 Nm","Coupe","13","20.0"
"47","LAMBORGHINI","AVENTADOR SV","V12","6,498 cc","740 hp","350 km/h","2.8 sec","$493,000 ","Petrol","2","690 Nm","Coupe","10","22.0"
"48","LAMBORGHINI","URUS ","V8","3,996 cc","641 hp","305 km/h","3.6 sec","$211,000 ","Petrol","5","850 Nm","SUV","15","21.1"
"49","LAMBORGHINI","HURACAN SPYDER","V10","5,204 cc","610 hp","325 km/h","3.4 sec","$287,000 ","Petrol","2","600 Nm","Convertible","13","20.0"
"50","LAMBORGHINI","AVENTADOR ROADSTER","V12","6,498 cc","700 hp","350 km/h","3.0 sec","$445,000 ","Petrol","2","690 Nm","Convertible","10","22.0"
"51","LAMBORGHINI","HURACAN  PERFORMANTE SPYDER","V10","5,204 cc","640 hp","325 km/h","3.1 sec","$308,000 ","Petrol","2","600 Nm","Convertible","13","20.0"
"52","LAMBORGHINI","AVENTADOR S","V12","6,498 cc","740 hp","350 km/h","2.9 sec","$421,000 ","Petrol","2","690 Nm","Sedan","10","22.0"
"53","LAMBORGHINI","HURACAN EVO SPYDER","V10","5,204 cc","640 hp","325 km/h","3.1 sec","$287,000 ","Petrol","2","600 Nm","Convertible","13","20.0"
"54","LAMBORGHINI","URUS PERFORMANTE","V8","3,996 cc","641 hp","305 km/h","3.3 sec","$242,000 ","Petrol","5","850 Nm","SUV","14","21.1"
"55","LAMBORGHINI","AVENTADOR ULTIMAE","V12","6,498 cc","769 hp","355 km/h","2.8 sec","$545,000 ","Petrol","2","720 Nm","Sedan","10","22.0"
"56","LAMBORGHINI","HURACAN EVO RWD","V10","5,204 cc","610 hp","325 km/h","3.3 sec","$258,000 ","Petrol","2","560 Nm","Sedan","13","20.0"
"57","LAMBORGHINI","AVENTADOR SVJ ROADSTER","V12","6,498 cc","759 hp","350 km/h","2.9 sec","$573,000 ","Petrol","2","720 Nm","Convertible","9","22.0"
"58","LAMBORGHINI","URUS S","V8","3,996 cc","671 hp","305 km/h","3.3 sec","$263,000 ","Petrol","5","850 Nm","SUV","15","21.1"
"59","LAMBORGHINI","HURACAN STO","V10","5,204 cc","640 hp","325 km/h","3.0 sec","$327,000 ","Petrol","2","565 Nm","Sedan","13","20.0"
"60","LAMBORGHINI","AVENTADOR LP 780-4 ULTIMATE","V12","6,498 cc","769 hp","355 km/h","2.8 sec","$545,000 ","Petrol","2","720 Nm","Sedan","9","22.0"
"61","LAMBORGHINI","HURACAN EVO RWD SPYDER","V10","5,204 cc","610 hp","325 km/h","3.3 sec","$273,000 ","Petrol","2","600 Nm","Convertible","13","20.0"
"62","LAMBORGHINI","AVENTADOR SVJ XAGO","V12","6,498 cc","759 hp","350 km/h","2.9 sec","$603,000 ","Petrol","2","720 Nm","Sedan","9","22.0"
"63","LAMBORGHINI","URUS GRAPHITE CAPSULE","V8","3,998 cc","641 hp","305 km/h","3.3 sec","$253,000 ","Petrol","5","850 Nm","SUV","15","21.1"
"64","LAMBORGHINI","HURACAN STO EVO","V10","5,204 cc","640 hp","325 km/h","3.0 sec","$342,000 ","Petrol","2","565 Nm","Sedan","13","20.0"
"65","LAMBORGHINI","AVENTADOR LP 780-4 ULTIMATE ROADSTER","V12","6,498 cc","769 hp","355 km/h","2.8 sec","$573,000 ","Petrol","2","720 Nm","Convertible","9","22.0"
"66","ROLLS ROYCE ","GHOST","V12","6,592 cc","591 hp","250 km/h","4.8 sec","$332,000 ","Petrol","5","850 Nm","Sedan","13","21.0"
"67","ROLLS ROYCE","WRAITH","V12","6,592 cc","624 hp","250 km/h","4.4 sec","$330,000 ","Petrol","4","870 Nm","Coupe","12","20.0"
"68","ROLLS ROYCE","DAWN","V12","6,592 cc","624 hp","250 km/h","4.9 sec","$360,000 ","Petrol","4","870 Nm","Sedan","12","20.0"
"69","ROLLS ROYCE","CULLINAN","V12","6,749 cc","563 hp","250 km/h","5.2 sec","$325,000 ","Petrol","5","850 Nm","SUV","13","24.0"
"70","ROLLS ROYCE","PHANTOM EXTENDED","V12","6,749 cc","563 hp","250 km/h","5.3 sec","$500,000 ","Petrol","5","900 Nm","Sedan","12","23.0"
"71","ROLLS ROYCE","GHOST EXTENDED","V12","6,592 cc","591 hp","250 km/h","4.8 sec","$370,000 ","Petrol","5","850 Nm","Sedan","13","21.0"
"72","ROLLS ROYCE","WRAITH BLACK BADGE","V12","6,592 cc","624 hp","250 km/h","4.3 sec","$360,000 ","Petrol","4","870 Nm","Coupe","12","20.0"
"73","ROLLS ROYCE","DAWN BLACK BADGE","V12","6,592 cc","624 hp","250 km/h","4.8 sec","$390,000 ","Petrol","4","870 Nm","Sedan","12","20.0"
"74","ROLLS ROYCE","CULLINAN BLACK BADGE","V12","6,749 cc","563 hp","250 km/h","5.1 sec","$350,000 ","Petrol","5","850 Nm","SUV","12","24.0"
"75","ROLLS ROYCE","PHANTOM COUPE","V12","6,749 cc","563 hp","250 km/h","5.3 sec","$450,000 ","Petrol","4","870 Nm","Coupe","12","21.0"
"76","ROLLS ROYCE","GHOST COUPE","V12","6,592 cc","591 hp","250 km/h","4.8 sec","$340,000 ","Petrol","4","850 Nm","Coupe","13","21.0"
"77","ROLLS ROYCE","WRAITH COUPE","V12","6,592 cc","624 hp","250 km/h","4.4 sec","$330,000 ","Petrol","4","870 Nm","Coupe","12","20.0"
"78","ROLLS ROYCE","DAWN CONVERTIBLE","V12","6,592 cc","624 hp","250 km/h","4.9 sec","$380,000 ","Petrol","4","870 Nm","Convertible","12","20.0"
"79","ROLLS ROYCE","CULLINAN SUV","V12","6,749 cc","563 hp","250 km/h","5.2 sec","$320,000 ","Petrol","5","850 Nm","SUV","13","24.0"
"80","MERCEDES","BENZ S-CLASS S 580","V8","3,982 cc","496 hp","250 km/h","4.4 sec","$116,000 ","Petrol","5","700 Nm","Sedan","20","21.1"
"81","MERCEDES","BENZ E-CLASS E 63 S","V8","3,982 cc","603 hp","250 km/h","3.4 sec","$104,000 ","Petrol","5","850 Nm","Sedan","18","17.4"
"82","MERCEDES","BENZ CLA 45 AMG","I4","1991 cc","382 hp","250 km/h","4.1 sec","$53,000 ","Petrol","5","500 Nm","Sedan","25","13.5"
"83","MERCEDES","BENZ GLE 63 S","V8","3,982 cc","603 hp","250 km/h","4.2 sec","$113,000 ","Petrol","5","850 Nm","SUV","18","22.5"
"84","MERCEDES","BENZ S-CLASS S 500","V6","2,996 cc","429 hp","250 km/h","4.9 sec","$109,000 ","Petrol","5","700 Nm","Sedan","20","21.1"
"85","MERCEDES","BENZ E-CLASS E 450 ","V6","2,996 cc","362 hp","250 km/h","5.2 sec","$62,000 ","Petrol","5","500 Nm","Sedan","24","17.4"
"86","MERCEDES","BENZ CLS 450","V6","2,996 cc","362 hp","250 km/h","5.2 sec","$70,000 ","Petrol","5","500 Nm","Sedan","24","17.4"
"87","MERCEDES","BENZ GT 53","V6","2,996 cc","429 hp","250 km/h","4.5 sec","$99,000 ","Petrol","5","700 Nm","Coupe","22","18.5"
"88","MERCEDES","BENZ GLE 450","V6","2,996 cc","362 hp","250 km/h","5.5 sec","$63,000 ","Petrol","5","500 Nm","SUV","23","22.5"
"89","MERCEDES","BENZ A-CLASS A 45 S","I4","1,991 cc","416 hp","250 km/h","3.9 sec","$53,000 ","Petrol","5","500 Nm","Sedan","28","13.2"
"90","MERCEDES","BENZ C-CLASS C 43","V6","2,996 cc","402 hp","250 km/h","4.7 sec","$52,000 ","Petrol","5","520 Nm","Sedan","24","17.4"
"91","MERCEDES","BENZ E-CLASS E 350","I4","1,991 cc","255 hp","250 km/h","5.7 sec","$49,000 ","Petrol","5","500 Nm","Sedan","26","17.4"
"92","MERCEDES","BENZ GLE 350 ","I4","1,991 cc","255 hp","250 km/h"," 6.1 sec","$53,000 ","Petrol","5","500 Nm","SUV","24","22.5"
"93","MERCEDES","BENZ GLC 43","V6","2,996 cc","402 hp","250 km/h","4.7 sec","$54,000 ","Petrol","5","520 Nm","SUV","22","17.4"
"94","MERCEDES","BENZ GLA 45","I4","1,991 cc","382 hp","250 km/h","4.3 sec","$48,000 ","Petrol","5","500 Nm","SUV","27","13.2"
"95","MERCEDES","BENZ GLC 350 ","I4","1,991 cc","255 hp","250 km/h","6.1 sec","$46,000 ","Petrol","5","500 Nm","SUV","24","17.4"
"96","MERCEDES","BENZ GLE 53","V6","2,996 cc","429 hp","250 km/h","5.2 sec","$71,000 ","Petrol","5","620 Nm","SUV","22","22.5"
"97","MERCEDES","BENZ S-CLASS S 350","I4","1,991 cc","255 hp","250 km/h","6.5 sec","$90,000 ","Petrol","5","500 Nm","Sedan","26","21.1"
"98","MERCEDES","BENZ EQS 53","ELECTRIC MOTOR","N/A","751 hp","250 km/h","3.4 sec","$102,000 ","Electric","5","950 Nm","Sedan","0","0"
"99","MERCEDES","BENZ MAYBACH S 680","V12","5,980 cc","630 hp","250 km/h","4.7 sec","$200,000 ","Petrol","5","1000 Nm","Sedan","14","21.1"
"100","BMW","M5 CS","V8","4,395 cc","627 hp","305 km/h","3.0 sec","$142,000 ","Petrol","5","750 Nm","Sedan","14","22.0"
"101","BMW","M4 GTS","I6","2,993 cc","493 hp","305 km/h","3.7 sec","$133,000 ","Petrol","4","600 Nm","Coupe","16","15.9"
"102","BMW","M3 COMPETITION","I6","2,993 cc","503 hp","285 km/h","3.5 sec","$76,000 ","Petrol","5","650 Nm","Sedan","18","15.9"
"103","BMW","M2 CS","I6","2,993 cc","444 hp","280 km/h","4.0 sec","$83,000 ","Petrol","4","550 Nm","Sedan","19","14.5"
"104","BMW","X5 M COMPETITION","V8","4,935 cc","523 hp","285 km/h","4.1 sec","$114,000 ","Petrol","5","750 Nm","SUV","15","21.9"
"105","BMW","X3 M COMPETITION","I6","2,993 cc","503 hp","285 km/h","4.1 sec","$69,000 ","Petrol","5","650 Nm","Sedan","17","17.7"
"106","BMW","M8 GRAN COUPE","V8","4,395 cc","523 hp","305 km/h","3.3 sec","$146,000 ","Petrol","5","750 Nm","Coupe","15","22.0"
"107","BMW","M850i DRIVE COUPE","V8","4,935 cc","523 hp","285 km/h","3.7 sec","$108,000 ","Petrol","4","750 Nm","Coupe","20","16.6"
"108","ROLLS ROYCE","DAWN BLACK BADGE VOLANTE","V12","6,592 cc","563 hp","250 km/h","4.8 sec","$398,000 ","Petrol","4","840 Nm","Sedan","12","20.0"
"109","ROLLS ROYCE","CULLINAN BLACK BADGE SUV","V12","6,749 cc","563 hp","250 km/h","5.1 sec","$381,000 ","Petrol","5","850 Nm","SUV","12","24.0"
"110","ROLLS ROYCE","PHATOM TRANQUILITY","V12","6,749 cc","563 hp","250 km/h","5.3 sec","$475,000 ","Petrol","5","900 Nm","Sedan","12","21.0"
"111","ROLLS ROYCE","GHOST ZENITH","V12","6,749 cc","563 hp","250 km/h","4.9 sec","$335,000 ","Petrol","5","900 Nm","Sedan","13","21.0"
"112","ROLLS ROYCE","WRAITH EAGLE VIII","V12","6,592 cc","623 hp","250 km/h","4.5 sec","$349,000 ","Petrol","4","800 Nm","Coupe","12","20.0"
"113","ROLLS ROYCE","PHATOM ORCHID","V12","6,749 cc","563 hp","250 km/h","5.3 sec","$495,000 ","Petrol","5","900 Nm","Sedan","12","21.0"
"114","ROLLS ROYCE","GHOST AZURE","V12","6,749 cc","563 hp","250 km/h","4.9 sec","$355,000 ","Petrol","5","900 Nm","Sedan","13","21.0"
"115","ROLLS ROYCE","WRAITH KRYPTOS","V12","6,592 cc","623 hp","250 km/h","4.5 sec","$369,000 ","Petrol","4","800 Nm","Coupe","12","20.0"
"116","ROLLS ROYCE","DAWN SILVER BULLET","V12","6,592 cc","563 hp","250 km/h","4.8 sec","$418,000 ","Petrol","4","840 Nm","Sedan","12","20.0"
"117","ROLLS ROYCE","CULLINAN FUX ORANGE","V12","6,749 cc","563 hp","250 km/h","5.1 sec","$401,000 ","Petrol","5","850 Nm","SUV","12","24.0"
"118","ROLLS ROYCE","PHANTOM CELESTIAL","V12","6,749 cc","563 hp","250 km/h","5.3 sec","$515,000 ","Petrol","5","900 Nm","Sedan","12","23.0"
"119","ROLLS ROYCE","GHOST MYSORE","V12","6,749 cc","563 hp","250 km/h","4.9 sec","$375,000 ","Petrol","5","900 Nm","Sedan","13","21.0"
"120","ROLLS ROYCE","WRAITH LUMINARY","V12","6,592 cc","623 hp","250 km/h","4.5 sec","$389,000 ","Petrol","4","800 Nm","Coupe","12","20.0"
"121","ROLLS ROYCE","DAWN BLACK BADGE ADAMAS","V12","6,592 cc","563 hp","250 km/h","4.8 sec","$439,000 ","Petrol","4","840 Nm","Sedan","12","20.0"
"122","ROLLS ROYCE","CULLINAN RED DIAMOND","V12","6,749 cc","563 hp","250 km/h","5.1 sec","$421,000 ","Petrol","5","850 Nm","SUV","12","24.0"
"123","AUDI","R8 V10 PLUS","V10","5,204 cc","610 hp","330 km/h","3.2 sec","$194,000 ","Petrol","2","560 Nm","Coupe","15","22.5"
"124","AUDI","RS7 SPORTBACK","V8","3,993 cc","591 hp","305 km/h","3.6 sec","$114,000 ","Petrol","5","800 Nm","Sedan","20","21.1"
"125","AUDI","S8","V8","3,993 cc","563 hp","305 km/h","4.3 sec","$101,000 ","Petrol","5","800 Nm","Sedan","20","21.1"
"126","AUDI","RS6 AVANT","V8","3,993 cc","591 hp","305 km/h","3.6 sec","$109,000 ","Petrol","5","800 Nm","Van","20","21.1"
"127","AUDI","S7 SPORTBACK","V8","3,993 cc","563 hp","305 km/h","4.3 sec","$96,000 ","Petrol","5","650 Nm","Sedan","22","21.1"
"128","AUDI","A8","V6","2,995 cc","335 hp","250 km/h","5.7 sec","$86,000 ","Petrol","5","600 Nm","Sedan","24","21.1"
"129","AUDI","S5 COUPE","V6","2,995 cc","349 hp","250 km/h","4.8 sec","$64,000 ","Petrol","4","500 Nm","Coupe","24","16.9"
"130","AUDI","SQ5","V6","2,995 cc","349 hp","250 km/h","5.4 sec","$62,000 ","Petrol","5","500 Nm","SUV","22","22.5"
"131","AUDI","S4 SEDAN","V6","2,995 cc","349 hp","250 km/h","4.7 sec","$59,000 ","Petrol","5","500 Nm","Sedan","25","16.9"
"132","AUDI","S3 SEDAN","I4","1,984 cc","306 hp","250 km/h","4.8 sec","$52,000 ","Petrol","5","400 Nm","Sedan","28","14.5"
"133","AUDI","Q7","V6","2,995 cc","335 hp","250 km/h","6.3 sec","$60,000 ","Petrol","7","600 Nm","SUV","21","22.5"
"134","AUDI","Q5","I4","1,984 cc","248 hp","240 km/h","6.3 sec","$43,000 ","Petrol","5","500 Nm","SUV","24","18.5"
"135","AUDI","A7","V6","2,995 cc","335 hp","250 km/h","5.7 sec","$68,000 ","Petrol","5","600 Nm","Sedan","25","21.1"
"136","AUDI","A6","V6","2,995 cc","335 hp","250 km/h","5.7 sec","$58,000 ","Petrol","5","600 Nm","Sedan","26","18.5"
"137","AUDI","A5 COUPE","I4","1,984 cc","248 hp","240 km/h","6.3 sec","$45,000 ","Petrol","4","500 Nm","Coupe","27","16.9"
"138","AUDI","A4","I4","1,984 cc","248 hp","240 km/h","6.5 sec","$39,000 ","Petrol","5","400 Nm","Sedan","28","15.3"
"139","AUDI","Q3","I4","1,984 cc","248 hp","230 km/h","7.3 sec","$35,000 ","Petrol","5","400 Nm","SUV","27","15.9"
"140","AUDI","E-TRON","ELECTRIC ","95 kwh","402 hp","200 km/h","5.5 sec","$75,000 ","Electric","5","664 Nm","Sedan","0","0"
"141","AUDI","E-TRON SPORTBACK","ELECTRIC","95 kwh","402 hp","200 km/h","5.5 sec","$78,000 ","Electric","5","664 Nm","Sedan","0","0"
"142","AUDI","TT COUPE","I4","1,984 cc","248 hp","250 km/h","5.3 sec","$49,000 ","Petrol","2","400 Nm","Coupe","30","13.2"
"143","BMW","I8 ROADSTER","ELECTRIC MOTOR","11.6 kwh","369 hp","250 km/h","4.4 sec","$165,000 ","Hybrid","2","570 Nm","Convertible","28","11.9"
"144","BMW","330i","I4","1,998 cc","255 hp","250 km/h","5.6 sec","$45,000 ","Petrol","5","400 Nm","Sedan","30","15.6"
"145","BMW","M340i XDRIVE","I6","2,998 cc","382 hp","250 km/h","4.1 sec","$57,000 ","Petrol","5","500 Nm","Sedan","27","15.6"
"146","BMW","430i COUPE","I4","1,998 cc","255 hp","250 km/h","5.8 sec","$48,000 ","Petrol","4","400 Nm","Coupe","30","15.6"
"147","BMW","M4 COMPETITION","I6","2,993 cc","503 hp","290 km/h","3.8 sec","$81,000 ","Petrol","4","650 Nm","Coupe","20","15.6"
"148","BMW","530i","I4","1,998 cc","248 hp","250 km/h","5.9 sec","$57,000 ","Petrol","5","400 Nm","Sedan","28","18.5"
"149","BMW","M550i XDRIVE","V8","4,395 cc","523 hp","250 km/h","3.6 sec","$78,000 ","Petrol","5","650 Nm","Sedan","22","18.5"
"150","BMW","118i","I3","1,499 cc","136 hp","213 km/h","8.5 sec","$32,000 ","Petrol","5","220 Nm","Sedan","45","11.2"
"151","BMW","128ti","I4","1,998 cc","261 hp","250 km/h","6.1 sec","$42,000 ","Petrol","5","400 Nm","Sedan","38","12.7"
"152","BMW","M135i XDRIVE","I4","1,998 cc","302 hp","250 km/h","4.8 sec","$30,000 ","Petrol","5","450 Nm","Sedan","34","12.7"
"153","BMW","116D","I3","1,496 cc","116 hp","200 km/h","10.3 sec","$30,000 ","Diesel","5","280 Nm","Sedan","60","10.6"
"154","BMW","120D XDRIVE","I4","1,995 cc","190 hp","230 km/h","6.9 sec","$38,000 ","Diesel","5","400 Nm","Sedan","55","12.0"
"155","BMW","116i","I3","1,499 cc","109 hp","200 km/h","10.9 sec","$28,000 ","Petrol","5","200 Nm","Sedan","48","10.6"
"156","BMW","118D","I4","1,995 cc","150 hp","216 km/h","8.4 sec","$34,000 ","Diesel","5","380 Nm","Sedan","58","11.2"
"157","BMW","120i","I4","1,998 cc","178 hp","230 km/h","7.1  sec","$37,000 ","Petrol","5","300 Nm","Sedan","45","12.0"
"158","BMW","125i","I4","1,998 cc","224 hp","240 km/h","6.1 sec","$42,000 ","Petrol","5","400 Nm","Sedan","40","12.0"
"159","BMW","114D","I3","1,496 cc","95 hp","185 km/h","12.2 sec","$27,000 ","Diesel","5","270 Nm","Sedan","62","10.6"
"160","BMW","114i","I4","1,598 cc","102 hp","195 km/h","11.2 sec","$26,000 ","Petrol","5","200 Nm","Sedan","50","10.6"
"161","BMW","125D","I4","1,995 cc","224 hp","240 km/h","6.3 sec","$44,000 ","Diesel","5","400 Nm","Sedan","55","12.0"
"162","BMW","118i XDRIVE","I3","1,499 cc","136 hp","211 km/h","8.9 sec","$34,000 ","Petrol","5","250 Nm","Sedan","42","11.2"
"163","BMW","116D EFFICIENTDYNAMICS","I3","1,496 cc","116 hp","200 km/h","10.9 sec","$30,000 ","Diesel","5","270 Nm","Sedan","70","10.6"
"164","BMW","118i SPORTLINE","I3","1,499 cc","136 hp","213 km/h","8.5 sec","$35,000 ","Petrol","5","250 Nm","Sedan","42","11.2"
"165","BMW","118i M SPORT","I3","1,499 cc","136 hp","213 km/h","8.5 sec","$37,000 ","Petrol","5","250 Nm","Sedan","42","11.2"
"166","BMW","120i M SPORT","I4","1,998 cc","178 hp","230 km/h","7.1 sec","$39,000 ","Petrol","5","300 Nm","Sedan","41","12.0"
"167","BMW","116i EFFICIENTDYNAMICS","I4","1,598 cc","109 hp","195 km/h","10.9 sec","$29,000 ","Petrol","5","200 Nm","Sedan","68","10.6"
"168","BMW","116D ADVANTAGE","I3","1,496 cc","116 hp","200 km/h","10.5 sec","$31,000 ","Diesel","5","270 Nm","Van","60","10.6"
"169","BMW","120D EFFICIENTDYNAMICS","I4","1,995 cc","163 hp","225 km/h","7.7 sec","$39,000 ","Diesel","5","400 Nm","Sedan","56","12.0"
"170","BMW","118i SHADOW LINE","I3","1,499 cc","136 hp","213 km/h","8.5 sec","$36,000 ","Petrol","5","250 Nm","Sedan","42","11.2"
"171","BMW","118D SPORT LINE","I4","1,995 cc","150 hp","216 km/h","8.4 sec","$36,000 ","Diesel","5","380 Nm","Sedan","58","11.2"
"172","BMW","120i XDRIVE","I4","1,998 cc","178 hp","230 km/h","7.2 sec","$40,000 ","Petrol","5","300 Nm","Sedan","41","12.0"
"173","BMW","114D SPORT LINE","I3","1,496 cc","95 hp","185 km/h","12.2 sec","$28,000 ","Diesel","5","270 Nm","Sedan","62","10.6"
